_id,Condition,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Feedback_Perc,N_Reviews,Seller_Status
,Used,"$6,300 ","San Jose, California, United States",1974,"5,300",Gray,Honda,"Vehicle does NOT have an existing warranty",CB,750K,"Caf\xE9 Racer",100,6,"Private Seller"
,Used,$510,"Syracuse, New York, United States",1972,"35,000",,Honda,"Vehicle does NOT have an existing warranty",CB,,,100,12,"Private Seller"
,Used,$616,"Forest Lake, Minnesota, United States",1972,"24,047",Red,Honda,"Vehicle does NOT have an existing warranty",CB,350F,Cruiser,100,50,
,New,"$8,799 ","Brilliant, Ohio, United States",2016,1,GREY,Kawasaki,"Vehicle has an existing warranty",Ninja,ZX6R,"Sport Bike",100,334,Dealer
,Used,$350,"Laredo, Texas, United States",1977,"9,999",,Honda,,CB750A,Hondamatic,,100,345,
,Used,"$3,995 ","Chino Hills, California, United States",2003,"46,689",Red,Honda,"Vehicle does NOT have an existing warranty",Touring,,Cruiser,100,147,"Private Seller"
,Used,$405,"McHenry, Illinois, United States",2007,"15,416",Red,Yamaha,"Vehicle does NOT have an existing warranty",YZF-R,,"Sport Bike",100,117,Dealer
,Used,"$7,600 ","Manassas, Virginia, United States",2010,"14,000",Red,Harley-Davidson,"Vehicle does NOT have an existing warranty",Dyna,"FXDB Street Bob",Cruiser,100,221,"Private Seller"
,New,"$11,895 ","Russellville, Arkansas, United States",2017,0,"See Pictures",Honda,"Vehicle has an existing warranty","Africa Twin",CRF1000L,Dual-Purpose,9.8,21591,Dealer
,New,"$4,490 ","Manitowoc, Wisconsin, United States",2013,2,"Charcoal Silver",Yamaha,"2 Year",Majesty,,,8.9,3148,Dealer
,New,"$17,500 ","Lowell, North Carolina, United States",2016,20,"Guards Red/Winter White",Indian,"Vehicle has an existing warranty",Scout,"Scout Fusion",Cruiser,100,2154,Dealer
,New,"$9,998 ","Rockingham, North Carolina, United States",2017,0,Yellow,Suzuki,"Vehicle has an existing warranty",GSX-R,GSX-R750,"Sport Bike",100,903,Dealer
,Used,"$12,480 ","Sterling, Virginia, United States",2017,184,"Monolith Metallic Matte",BMW,,R-Series,,Standard,100,92,Dealer
,New,"$5,400 ","Keokuk, Iowa, United States",2015,0,Black,Yamaha,"Vehicle has an existing warranty","V Star",,Cruiser,100,673,Dealer
,Used,"$4,000 ","Easton, Maryland, United States",1990,"40,000",,Yamaha,,Other,,,100,8,
,New,"$1,300 ","Nogales, Arizona, United States",2017,0,Blue,Suzuki,Unspecified,Other,AX100,Standard,100,3453,"Private Seller"
,New,"$8,899 ","Bartlesville, Oklahoma, United States",2015,0,Black,Kawasaki,"Vehicle has an existing warranty",Ninja,,"Sport Bike",6.6,372,Dealer
,Used,"$2,000 ","Punta Gorda, Florida, United States",2016,1,Silver,"Other Makes","Vehicle does NOT have an existing warranty","Motoped Cruzer",,Cruiser,100,22,Dealer
,Used,"$6,100 ","McHenry, Illinois, United States",2011,"11,906",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Touring,100,117,Dealer
,Used,$910,"Lexington, Kentucky, United States",1979,"36,800",Burgundy,Kawasaki,"Vehicle does NOT have an existing warranty","LTD 1000",,"Caf\xE9 Racer",100,101,"Private Seller"
,Used,"$8,888 ","Mansfield, Texas, United States",2012,"22,963",Black,Harley-Davidson,,"Dyna Super Glide",,,100,661,
,Used,"$3,500 ","Braselton, Georgia, United States",2009,"32,500",Black,Kawasaki,"Vehicle does NOT have an existing warranty",Ninja,"Zx6r monster edition","Sport Bike",100,170,"Private Seller"
,New,"$11,500 ","Orchard Park, New York, United States",2017,2,Black,BMW,"Vehicle has an existing warranty",F-Series,,"Dual Sport",100,446,Dealer
,Used,"$1,600 ","McHenry, Illinois, United States",2015,0,Blue,Yamaha,"Vehicle does NOT have an existing warranty",YZ,,Off-Road,100,117,Dealer
,Used,"$7,655 ","Cole Harbour, Nova Scotia, Canada",1977,"3,448",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty","XLCR CAFE RACER","XLCR CAFE RACER","Caf\xE9 Racer",100,436,"Private Seller"
,New,"$19,000 ","Weedsport, New York, United States",2017,0,Black,"Other Makes","Vehicle has an existing warranty","POLARIS SLINGSHOT",Base,,100,326,Dealer
,New,"$34,900 ","Altoona, Alabama, United States",2017,7,BLUE,Honda,"Vehicle has an existing warranty","Gold Wing",,Trike,100,430,Dealer
,New,"$5,690 ","Manitowoc, Wisconsin, United States",2015,2,"Blue or Black",Suzuki,"1 Year",GSX-S750Z,,Standard,8.9,3148,Dealer
,Used,"$1,100 ","Leander, Texas, United States",2006,"8,351",Red,Kawasaki,,Ninja,EX,"Sport Bike",100,72,"Private Seller"
,Used,"$25,750 ","Arlington, Texas, United States",2013,"7,682",Gold,Harley-Davidson,,"CVO Road Glide",,,100,634,
,Used,"$19,100 ","Ardmore, Oklahoma, United States",2015,"1,744",Red,"Other Makes",Unspecified,"polaris slingshot",polaris,,100,11,"Private Seller"
,Used,"$18,500 ","Alachua, Florida, United States",2004,"42,846",White,Honda,"Vehicle does NOT have an existing warranty","Gold Wing",,Trike,>80,98,Dealer
,Used,"$8,750 ","Saint Paul, Minnesota, United States",2013,"39,354",Blue,Harley-Davidson,"Vehicle does NOT have an existing warranty","Road King Police",,Cruiser,,2140,Dealer
,Used,"$1,525 ","Montgomery, Alabama, United States",2007,"16,363",Gray,Suzuki,"Vehicle does NOT have an existing warranty",Other,650,"Sport Touring",100,96,"Private Seller"
,New,"$11,374 ","Keokuk, Iowa, United States",2014,0,Blue,Yamaha,"Vehicle has an existing warranty",Raider,"Raider 1900SCL",Cruiser,100,673,Dealer
,Used,"$4,050 ","Pinellas Park, Florida, United States",2005,"33,797",Black,Harley-Davidson,"No Warranty",Touring,,,9.5,767,Dealer
,New,"$22,499 ","Searcy, AR, United States",2017,2,Blue,"Other Makes","Vehicle has an existing warranty","2017 Polaris Slingshot SL","2017 Polaris Slingshot SL","Slingshot Roadster",100,35,Dealer
,Used,"$8,475 ","Middletown, Ohio, United States",1975,"15,102",Red,Triumph,"Vehicle does NOT have an existing warranty",Trident,,Standard,100,2720,"Private Seller"
,Used,"$2,500 ","Waverly, Illinois, United States",2008,"15,224",Black,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,,,100,389,Dealer
,Used,"$10,500 ","Grand Prairie, Texas, United States",2016,750,Gray,Kawasaki,"Vehicle has an existing warranty","Z1000 ABS",ABS,"Naked Sportbike",,45,"Private Seller"
,New,"$36,900 ","Altoona, Alabama, United States",2017,1,WHITE,Honda,"Vehicle has an existing warranty","Gold Wing",,Trike,100,430,Dealer
,Used,"$3,550 ","Brookfield, Connecticut, United States",2015,"3,264","CORDOBA BLUE",BMW,,R-Series,,,>99,1135,Dealer
,Used,"$3,500 ","Rosedale, Maryland, United States",2005,"20,637",Blue,Yamaha,"Vehicle does NOT have an existing warranty",YZF-R,,"Sport Bike",9.1,218,Dealer
,Used,"$4,200 ","Sioux Falls, South Dakota, United States",2007,"27,200",Silver,Honda,"Vehicle does NOT have an existing warranty",Other,,,100,154,"Private Seller"
,Used,"$6,700 ","Milliken, Colorado, United States",2013,"4,990",White,Honda,,CBR,,,100,63,"Private Seller"
,Used,"$9,500 ","Lincoln, Nebraska, United States",2013,"12,000",,Harley-Davidson,,V-ROD,"VRSCF Muscle",,100,17,
,Used,"$10,995 ","Zieglerville, Pennsylvania, United States",2016,"17,238","Cosmic Blue Pearl",Harley-Davidson,"Vehicle has an existing warranty",Dyna,,Cruiser,100,297820,Dealer
,Used,"$8,748 ","Ridgeland, Mississippi, United States",2011,"1,771",Black,Honda,,CB,,Standard,100,1342,Dealer
,Used,"$18,288 ","Tulsa, Oklahoma, United States",2015,"3,536",Black,Harley-Davidson,,Touring,,Touring,100,179,Dealer
,Used,"$24,900 ","Rome, Georgia, United States",2008,"36,493",Black/Silver/blue,Honda,"Vehicle has an existing warranty","Gold Wing",,Touring,100,404,
,Used,$1,"Vero Beach, Florida, United States",1993,"22,005",Red,Harley-Davidson,"Vehicle does NOT have an existing warranty",Dyna,FXDWG,Cruiser,100,1405,Dealer
,Used,"$1,025 ","Brookfield, Connecticut, United States",2017,737,"BLACK STORM METALLIC",BMW,,R-Series,,"Sport Touring",>99,1135,Dealer
,New,"$6,787 ","South Haven, Michigan, United States",2016,0,Green,Kawasaki,,KX,"KX 450F 4 Stroke",Off-Road,100,876,Dealer
,Used,"$3,999 ","Neptune, New Jersey, United States",2006,"92,169",Burgundy,Honda,"Vehicle does NOT have an existing warranty","Gold Wing",,Touring,100,2,Dealer
,Used,"$22,900 ","Rome, Georgia, United States",2008,"40,095","BLACK CHERRY",Honda,,"Gold Wing",,Touring,100,404,
,Used,"$10,000 ","Riverview, Florida, United States",2008,"59,142","Red w/pin stripes",Honda,"Vehicle does NOT have an existing warranty","Gold Wing",,Touring,100,508,"Private Seller"
,Used,"$18,900 ","Eastlake, Ohio, United States",2016,924,Black,Kawasaki,,Ninja,H2,"Sport Bike",100,512,"Private Seller"
,Used,"$18,480 ","Sterling, Virginia, United States",2016,"1,323",Black,BMW,,R-Series,,Standard,100,92,Dealer
,Used,"$10,353 ","Cortlandt Manor, New York, United States",2017,805,"WHITE SMOKE",Indian,"Vehicle has an existing warranty",CHIEFTAIN,,Touring,100,251,"Private Seller"
,Used,"$15,500 ","Hillside, New Jersey, United States",2010,"20,000",,Honda,"Vehicle does NOT have an existing warranty","Gold Wing",,Touring,100,146,"Private Seller"
,Used,"$18,000 ","Las Vegas, Nevada, United States",2005,"68,000",black,Honda,"Vehicle does NOT have an existing warranty",Other,rune,Cruiser,100,1,"Private Seller"
,Used,"$2,025 ","Adairsville, Georgia, United States",2015,"2,341",Blue,Yamaha,"Vehicle does NOT have an existing warranty",YZF-R,,"Sport Bike",100,987,"Private Seller"
,Used,"$3,250 ","Saint Augustine, Florida, United States",1975,"5,000",Orange,Yamaha,"Vehicle does NOT have an existing warranty",RD350,,"Caf\xE9 Racer",100,357,"Private Seller"
,Used,"$20,149 ","Arlington, Texas, United States",2015,"1,635",Gray,Harley-Davidson,,"Street Glide",,,100,634,
,Used,$849,"Hanover, Massachusetts, United States",2006,"4,267",Green,"Other Makes","Vehicle does NOT have an existing warranty","BAJAJ CHETAK","4 Stroke Scooter",Standard,100,494,"Private Seller"
,Used,"$5,900 ","Seattle, Washington, United States",1987,"6,500","White -Red-Blue",Honda,"Vehicle does NOT have an existing warranty",VFR400R,,"Sport Bike",100,4,Dealer
,Used,"$17,995 ","High Point, North Carolina, United States",2015,"7,687","Vivid Black",Harley-Davidson,"Vehicle has an existing warranty","FLTRXS - Road Glide Special",,Cruiser,100,960,Dealer
,Used,"$7,600 ","Manassas, Virginia, United States",2010,"14,000",Red,Harley-Davidson,"Vehicle does NOT have an existing warranty",Dyna,"FXDB Street Bob",Cruiser,100,221,"Private Seller"
,Used,"$4,100 ","Darien, Connecticut, United States",2009,"10,102",Yellow,Yamaha,,Other,,,100,218,"Private Seller"
,Used,"$15,000 ","Sun Prairie, Wisconsin, United States",2008,"23,000",,Suzuki,"Vehicle does NOT have an existing warranty","hayabusa turbo",,,100,302,"Private Seller"
,Used,"$13,777 ","Mansfield, Texas, United States",2013,"20,063",Other,Harley-Davidson,,"Ultra Classic",,,100,661,
,Used,"$1,500 ","Yorktown Heights, New York, United States",1993,"10,937",,Kawasaki,,Ninja,,,100,2492,
,Used,"$12,480 ","Sterling, Virginia, United States",2017,184,"Monolith Metallic Matte",BMW,,R-Series,,Standard,100,92,Dealer
,Used,"$32,900 ","Gilbert, Arizona, United States",2015,28,,Honda,,"Gold Wing",,,100,13,
,Used,"$6,100 ","McHenry, Illinois, United States",2011,"11,906",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Touring,100,117,Dealer
,Used,$910,"Lexington, Kentucky, United States",1979,"36,800",Burgundy,Kawasaki,"Vehicle does NOT have an existing warranty","LTD 1000",,"Caf\xE9 Racer",100,101,"Private Seller"
,Used,"$16,000 ","Sherrard, Illinois, United States",2013,"9,567",Silver,BMW,"Vehicle does NOT have an existing warranty","K1600 GTL",,,100,30,"Private Seller"
,New,"$11,500 ","Orchard Park, New York, United States",2017,2,Black,BMW,"Vehicle has an existing warranty",F-Series,,"Dual Sport",100,446,Dealer
,New,"$1,300 ","Nogales, Arizona, United States",2017,0,Red,Suzuki,Unspecified,Other,AX100,Standard,100,3453,"Private Seller"
,Used,"$3,595 ","Labelle, Florida, United States",2004,"54,000",Red,Honda,,Other,,Cruiser,100,64,"Private Seller"
,Used,"$17,980 ","Mansfield, Texas, United States",2016,"2,120",Black,Harley-Davidson,,"Street Glide",,,100,661,
,Used,"$10,488 ","Mansfield, Texas, United States",2008,"38,438",Other,Harley-Davidson,,"Ultra Classic",,,100,661,
,Used,"$31,777 ","Arlington, Texas, United States",2016,"4,590",Black,Harley-Davidson,,"CVO Street Glide",,,100,634,
,Used,"$22,993 ","Arlington, Texas, United States",2012,"4,905",Silver,Harley-Davidson,,"CVO Ultra Classic",,,100,634,
,Used,"$6,000 ","New Milford, Connecticut, United States",1984,"93,693",Burgundy,Harley-Davidson,"Vehicle does NOT have an existing warranty","FXRDG . RARE",FXRDG,"LIMITED EDITION",8.5,661,"Private Seller"
,Used,"$26,900 ","Saint Augustine, Florida, United States",2012,"11,000","Blue &amp; Silver",Honda,,"Gold Wing","Monarch 2 Trike IRS",Touring,100,8788,"Private Seller"
,Used,"$1,800 ","Amarillo, Texas, United States",1971,"99,999",Red,Honda,,Z50,,,100,58,
,Used,$910,"Lexington, Kentucky, United States",1979,"36,800",Burgundy,Kawasaki,"Vehicle does NOT have an existing warranty","LTD 1000",,"Caf\xE9 Racer",100,101,"Private Seller"
,New,"$1,300 ","Nogales, Arizona, United States",2017,0,Red,Suzuki,Unspecified,Other,AX100,Standard,100,3453,"Private Seller"
,Used,"$17,980 ","Mansfield, Texas, United States",2016,"2,120",Black,Harley-Davidson,,"Street Glide",,,100,661,
,Used,"$10,488 ","Mansfield, Texas, United States",2008,"38,438",Other,Harley-Davidson,,"Ultra Classic",,,100,661,
,Used,"$31,777 ","Arlington, Texas, United States",2016,"4,590",Black,Harley-Davidson,,"CVO Street Glide",,,100,634,
,Used,"$2,938 ","Brookfield, Connecticut, United States",2008,"35,225","BIARRITZ BLUE METALLIC",BMW,,R-Series,,"Sport Touring",>99,1135,Dealer
,Used,"$22,993 ","Arlington, Texas, United States",2012,"4,905",Silver,Harley-Davidson,,"CVO Ultra Classic",,,100,634,
,Used,"$5,500 ","Omaha, Nebraska, United States",2013,"34,100",White,BMW,"Vehicle does NOT have an existing warranty",F-Series,"GS Premium",Dual-Purpose,100,497,"Private Seller"
,Used,"$23,900 ","Altoona, Alabama, United States",2007,"19,606",BLACKCHERRY,Honda,"Vehicle has an existing warranty","Gold Wing",,Trike,100,430,Dealer
,Used,"$21,495 ","Brighton, Michigan, United States",2016,"11,003","Crushed Ice Pearl",Harley-Davidson\xAE,,"FLHX - Street Glide\xAE",,,100,18,
,Used,"$6,000 ","New Milford, Connecticut, United States",1984,"93,693",Burgundy,Harley-Davidson,"Vehicle does NOT have an existing warranty","FXRDG . RARE",FXRDG,"LIMITED EDITION",8.5,661,"Private Seller"
,Used,$734,"Defiance, Ohio, United States",2006,"8,646",Black,Yamaha,,"V Star",Classic,Cruiser,100,52,"Private Seller"
,Used,"$4,050 ","Pinellas Park, Florida, United States",2005,"33,797",Black,Harley-Davidson,"No Warranty",Touring,,,9.5,767,Dealer
,New,"$21,615 ","Sterling, Virginia, United States",2017,0,"Light White",BMW,,R-Series,,Standard,100,92,Dealer
,Used,"$17,750 ","Rochester, Michigan, United States",2012,"1,949","Black Denim",Harley-Davidson,,Touring,,Touring,,0,"Private Seller"
,Used,"$1,500 ","Southampton, Pennsylvania, United States",2005,"20,137",Red,Yamaha,,YZF-R,R6,"Sport Bike",100,88,"Private Seller"
,Used,"$2,150 ","Roanoke, Virginia, United States",1986,"30,861",Red,Yamaha,"Vehicle does NOT have an existing warranty",Other,,"Sport Touring",100,86,"Private Seller"
,Used,"$1,200 ","Melrose Park, Illinois, United States",1986,"29,553",Black,Honda,"Vehicle does NOT have an existing warranty",Rebel,,Cruiser,100,218,"Private Seller"
,Used,"$9,400 ","McHenry, Illinois, United States",2016,"2,782",Red,Indian,"Vehicle does NOT have an existing warranty","SPRINGFIELD INDIAN RED",,Touring,100,117,Dealer
,Used,"$24,900 ","Rome, Georgia, United States",2008,"36,493",Black/Silver/blue,Honda,"Vehicle has an existing warranty","Gold Wing",,Touring,100,404,
,Used,"$1,800 ","La Verkin, Utah, United States",1996,"33,338",Red,Kawasaki,"Vehicle does NOT have an existing warranty","ZG 1200","Voyager XII",Touring,100,660,"Private Seller"
,Used,$999,"Belmond, Iowa, United States",1976,"4,500",Red,Kawasaki,"Vehicle does NOT have an existing warranty","KZ400 Special",Special,Standard,100,17,"Private Seller"
,New,"$22,499 ","Searcy, AR, United States",2017,2,Blue,"Other Makes","Vehicle has an existing warranty","2017 Polaris Slingshot SL","2017 Polaris Slingshot SL","Slingshot Roadster",100,35,Dealer
,Used,"$3,900 ","Rochester, Michigan, United States",2005,"37,950",,Yamaha,,YZF-R,,,100,4,
,New,"$36,900 ","Altoona, Alabama, United States",2017,1,WHITE,Honda,"Vehicle has an existing warranty","Gold Wing",,Trike,100,430,Dealer
,Used,"$3,249 ","Painesville, Ohio, United States",2013,"2,139",,Honda,"Vehicle has an existing warranty",CBR,500R,"Sport Bike",100,514,"Private Seller"
,Used,"$11,990 ","Mansfield, Texas, United States",2011,"33,628",Other,Harley-Davidson,,"Electra Glide",,,100,661,
,Used,"$3,500 ","Santa Monica, California, United States",2003,"25,861",,BMW,,F-Series,,,100,1457,
,New,"$6,787 ","South Haven, Michigan, United States",2016,0,Green,Kawasaki,,KX,"KX 450F 4 Stroke",Off-Road,100,876,Dealer
,Used,"$7,500 ","Greensboro, North Carolina, United States",1967,150,Blue,Harley-Davidson,"Vehicle does NOT have an existing warranty",FL,CHOPPER,"RAT ROD",100,682,"Private Seller"
,Used,"$3,999 ","Neptune, New Jersey, United States",2006,"92,169",Burgundy,Honda,"Vehicle does NOT have an existing warranty","Gold Wing",,Touring,100,2,Dealer
,Used,"$22,900 ","Rome, Georgia, United States",2008,"40,095","BLACK CHERRY",Honda,,"Gold Wing",,Touring,100,404,
,Used,"$10,000 ","Riverview, Florida, United States",2008,"59,142","Red w/pin stripes",Honda,"Vehicle does NOT have an existing warranty","Gold Wing",,Touring,100,508,"Private Seller"
,Used,"$13,200 ","Trois-Rivieres, Quebec, Canada",1981,700,black,Honda,"Vehicle does NOT have an existing warranty",CB,cb900F,"Caf\xE9 Racer",100,63,"Private Seller"
,Used,"$1,699 ","Milwaukee, Wisconsin, United States",1991,"20,000",White,Kawasaki,"Vehicle does NOT have an existing warranty",KLR,,enduro,9.3,375,"Private Seller"
,Used,"$9,500 ","New Hyde Park, New York, United States",2008,"2,081",Black,BMW,"Vehicle does NOT have an existing warranty",K-Series,K1200LT,Touring,100,253,"Private Seller"
,Used,"$24,495 ","Brighton, Michigan, United States",2016,"3,389",Black,Harley-Davidson,,"FLTRU - Road Glide Ultra",,,100,18,
,New,"$6,699 ","Port Washington, Wisconsin, United States",2017,0,BLUE,Yamaha,"Vehicle has an existing warranty",YZ,YZ250H2,Off-Road,9.8,2855,Dealer
,Used,"$34,800 ","Homosassa, Florida, United States",2015,348,Black,Harley-Davidson,"Vehicle has an existing warranty","FREEWHEELER SPRINGER TRIKE TRICYCLE TRI CYCLE","FREE WHEELER SPRINGER 26&#034; FRONT WHEEL CUSTOM","FREEWHEELER TRICYCLE SPRINGER FRONT 26&#034; WHEEL",100,238,Dealer
