Listing Office - Office Name,List Agent - Agent Name,Price,Status,Address,City,MLS #,Property Type,State,County,Date - MLS List,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Assessment Amount,Assessment Year,Price - Closed,Price - List,PicCount, Price - Original , Tax - Gross Amount ,Date - Closed,Lot - Acres,Garage Type,Year Built,Total Stories,Surveyed,Showing Service,Seasonal,Water Body Type,Water Frontage Length,Short Sale,Rooms - Total,Rented,Garage Capacity,Garage,Foreclosed/Bank-Owned/REO,Flood Zone,Easements,Development / Subdivision,Current Use,Covenants,Common Land Acres,Basement Access Type,Basement
Granite Group Realty Services,Alan Destefano,"$55,000",CL,6 Serendipity Lane,Canaan,4330480,Single Family,NH,NH-Grafton,1/2/2014,2,1,906,71,"$123,300",2013,"$55,000","$59,900",7,"101,000","1,472",4/24/2014,1.02,,1971,1,Unknown,,No,,,No,4,,0,No,Yes,Unknown,,,,Unknown,,Walkout,Yes
Coldwell Banker LIFESTYLES - Grantham,Jeff S Adie,"$175,500",CL,183 Orange Rd,Canaan,4331197,Single Family,NH,NH-Grafton,1/8/2014,4,2,"2,380",35,"$173,100",2012,"$175,500","$179,900",14,"179,900","4,357",3/28/2014,1.2,,1940,2,Unknown,,No,,,No,7,,0,No,No,Unknown,,,No,No,,Walk-up,Yes
Century 21 Highview Realty,Steve Floyd,"$151,500",CL,228 Canaan Street,Canaan,4331453,Single Family,NH,NH-Grafton,1/10/2014,3,2,"1,484",22,"$179,400",2011,"$151,500","$159,900",8,"159,900","4,187",3/18/2014,2.98,Attached,1978,1,Yes,,No,,,No,6,,2,Yes,Yes,No,Yes,,,Unknown,,Interior,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$190,000",CL,26 Eringlen Way,Canaan,4332236,Single Family,NH,NH-Grafton,1/15/2014,2,1,"1,488",120,"$157,100",2013,"$190,000","$199,900",29,"210,000","3,954",6/3/2014,3.36,,2006,1.5,Yes,,No,,,No,5,,0,No,No,Unknown,,,No,No,,,No
Granite Northland Associates,Doreen Wyman,"$295,000",CL,21 Highland Ave,Canaan,4334683,Single Family,NH,NH-Grafton,1/31/2014,3,3,"2,564",42,,,"$295,000","$269,999",10,"269,999","5,432",5/1/2014,2.77,Under,2000,1,Yes,,No,,,No,6,,2,Yes,No,No,,,No,No,,Walkout,Yes
Granite Northland Associates,Doreen Wyman,"$269,000",CL,48 Pheasant Lane,Canaan,4334787,Single Family,NH,NH-Grafton,2/1/2014,3,2,"2,538",227,,,"$269,000","$269,900",36,"275,000","5,532",10/31/2014,5.57,Attached,1997,1.5,Yes,,No,River,373,No,9,,2,Yes,No,No,,,,Yes,,Walkout,Yes
Granite Northland Associates,Doreen Wyman,"$124,500",CL,265 JERUSALEM,Canaan,4335083,Single Family,NH,NH-Grafton,2/3/2014,3,1,"1,357",52,,,"$124,500","$129,900",18,"129,900","3,280",7/14/2014,4.5,,1980,1,Yes,,No,,,No,6,,0,No,No,No,,,No,No,,,No
Granite Northland Associates,Doreen Wyman,"$71,250",CL,10 Bruce Road,Canaan,4336657,Single Family,NH,NH-Grafton,2/10/2014,3,2,"1,064",136,,,"$71,250","$89,000",15,"95,000","1,714",8/15/2014,0.28,,2004,1,Yes,,No,,,No,5,,0,No,No,Unknown,,,No,No,,,No
Moose Mountain Realty,Kerrie E Roy,"$88,400",CL,35 NH Route 118 Route,Canaan,4338848,Single Family,NH,NH-Grafton,2/26/2014,3,1,"1,200",15,"$133,500",,"$88,400","$84,900",15,"84,900","3,360",4/21/2014,0.52,,1890,1.5,Unknown,,No,,,No,7,,0,No,No,Unknown,,,No,Unknown,,Walk-up,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$92,000",CL,11 Egg Lane,Canaan,4340877,Single Family,NH,NH-Grafton,3/11/2014,2,1,640,177,,,"$92,000","$92,000",14,"109,900","2,441",10/31/2014,1.41,,1982,1,Yes,,No,,,No,4,,0,No,No,No,,,,No,,,No
Moose Mountain Realty,Kerrie E Roy,"$292,000",CL,60 West Shore Road,Canaan,4344003,Single Family,NH,NH-Grafton,3/27/2014,1,1,640,117,,,"$292,000","$292,000",30,"325,000","5,616",8/29/2014,0.24,,1959,1,Yes,,Yes,Pond,100,No,4,,0,No,No,No,,,No,No,,,No
Granite Northland Associates,Joyce Harvey,"$93,000",CL,6 Hill View Drive,Canaan,4345625,Single Family,NH,NH-Grafton,4/4/2014,3,2,960,83,,,"$93,000","$99,900",24,"135,000","2,235",8/20/2014,1.6,,2000,1,Unknown,,No,,,No,5,,0,No,No,No,,,,Unknown,,,No
Granite Northland Associates,Doreen Wyman,"$83,500",CL,17 Hemlock Lane,Canaan,4346791,Single Family,NH,NH-Grafton,4/10/2014,3,2,672,4,,,"$83,500","$89,900",18,"89,900","1,626",5/23/2014,1.9,Detached,1964,1,Yes,,No,,,No,5,,2,Yes,No,No,,,No,Yes,,,No
Coldwell Banker Redpath and Company,House Agent,"$135,000",CL,897 Route 118,Canaan,4347779,Single Family,NH,NH-Grafton,4/11/2014,4,2,"1,719",277,"$168,600",2011,"$135,000","$149,000",36,"159,000","4,246",2/27/2015,6,Attached,1850,2,Unknown,,No,,,No,10,,2,Yes,No,No,,,No,No,,Interior,Yes
Vanessa Stone Real Estate,Mary L Chamberlin,"$189,000",CL,1096 Goose Pond Road,Canaan,4348687,Single Family,NH,NH-Grafton,4/17/2014,1,1,914,74,,,"$189,000","$199,900",14,"199,900","2,457",8/8/2014,0.3,,1920,1,Unknown,,No,Pond,75,No,5,,0,No,No,No,,,No,No,,Walkout,Yes
Coldwell Banker Redpath and Company,House Agent,"$123,000",CL,13 Canaan Street,Canaan,4351063,Single Family,NH,NH-Grafton,4/28/2014,2,2,"2,212",195,"$147,800",2011,"$123,000","$139,000",25,"159,900","3,720",1/16/2015,0.4,Attached,1920,2,Unknown,,No,,,No,6,,1,Yes,No,Unknown,,,No,Unknown,,Interior,Yes
Granite Northland Associates,Doreen Wyman,"$192,500",CL,103 Fernwood Farms Road,Canaan,4351207,Single Family,NH,NH-Grafton,4/28/2014,3,2,"1,862",122,,,"$192,500","$199,900",30,"235,000","4,450",10/17/2014,11.9,,2002,1.75,Yes,,No,,,No,7,,0,No,No,No,,,No,No,,Walkout,Yes
Coldwell Banker Redpath and Company,House Agent,"$435,000",CL,706 Goose Pond Rd.,Canaan,4350783,Single Family,NH,NH-Grafton,4/28/2014,2,3,"2,086",8,,,"$435,000","$449,000",21,"449,000","8,983",7/31/2014,3.38,Under,2000,3,Yes,,No,,,No,4,,2,Yes,No,Unknown,,,No,No,,Interior,Yes
Vanessa Stone Real Estate,Sam Vidal,"$69,000",CL,343 Nh Route 118,Canaan,4356225,Single Family,NH,NH-Grafton,5/16/2014,2,1,"1,020",173,,,"$69,000","$78,000",18,"85,000","1,822",12/10/2014,5.2,,1978,1,Unknown,,No,,,No,5,,0,No,No,Unknown,,,,Unknown,,,No
Granite Northland Associates,Doreen Wyman,"$123,000",CL,35 Canaan,Canaan,4356343,Single Family,NH,NH-Grafton,5/16/2014,3,2,"1,435",167,,,"$123,000","$125,000",34,"156,500","3,586",12/12/2014,0.3,Attached,1840,1.5,Unknown,,No,,,No,6,,1,Yes,No,No,,,No,No,,Walkout,Yes
Big Green Real Estate,William H Johnson,"$459,000",CL,55 Cove Rd.,Canaan,4360026,Single Family,NH,NH-Grafton,5/29/2014,3,2,"1,854",767,"$389,600",2014,"$459,000","$475,000",22,"649,000","10,882",8/22/2016,1.6,Detached,1987,1.5,Yes,,No,Pond,,No,7,,2,Yes,No,Unknown,,Granite Acres,No,Yes,,,No
Granite Northland Associates,Doreen Wyman,"$187,500",CL,280 Roberts Road,Canaan,4361887,Single Family,NH,NH-Grafton,6/4/2014,2,2,"1,680",1,,,"$187,500","$199,000",18,"199,000","4,241",7/16/2014,3,,1980,1.75,Yes,,No,,,No,7,,0,No,No,No,,,,No,,Walk-up,Yes
Granite Northland Associates,Doreen Wyman,"$149,900",CL,154 Grafton Turnpike Road,Canaan,4363642,Single Family,NH,NH-Grafton,6/12/2014,3,2,"1,944",35,"$235,400",2013,"$149,900","$165,000",26,"165,000","5,925",8/29/2014,3.4,Detached,1990,2,Unknown,None,No,,,No,6,,1,Yes,No,No,,,,No,,Interior,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$149,500",CL,33 West Farms Road,Canaan,4364033,Single Family,NH,NH-Grafton,6/13/2014,2,2,"1,352",271,,,"$149,500","$149,900",28,"155,000","3,030",4/28/2015,1.5,,1997,1,Yes,,No,,,No,5,,0,No,No,No,,,,Yes,,,No
Bean Group / Vermont,Mark Roden,"$280,000",CL,43 Beech Cobble Road,Canaan,4365684,Single Family,NH,NH-Grafton,6/19/2014,2,2,"2,186",41,,,"$280,000","$359,000",29,"359,000","4,927",8/12/2014,26.48,Detached,1986,2,Yes,,No,,,No,6,,3,Yes,No,No,,,Yes,No,,,No
Vanessa Stone Real Estate,Vanessa Stone,"$124,900",CL,10 Gould Road,Canaan,4366178,Single Family,NH,NH-Grafton,6/23/2014,2,1,952,15,"$121,900",,"$124,900","$124,900",14,"124,900","3,068",8/13/2014,1.5,Carport,1986,1,Yes,,No,,,No,5,,1,Yes,No,Unknown,,,No,Yes,,Interior,Yes
RE/MAX Bayside,Robert Wichland,"$120,900",CL,10 First Street,Canaan,4371285,Single Family,NH,NH-Grafton,7/14/2014,3,1,"1,228",42,,2013,"$120,900","$129,900",3,"129,900","3,549",10/1/2014,0.52,Under,1955,1,Unknown,,No,,,No,6,,1,Yes,Yes,No,,,No,Unknown,,Walkout,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$272,000",CL,114 Canaan Street,Canaan,4371569,Single Family,NH,NH-Grafton,7/15/2014,3,3,"2,254",601,,,"$272,000","$275,000",36,"298,900","7,274",4/21/2016,12,Attached,2003,1.75,Yes,,No,,,No,9,,2,Yes,No,No,,,Yes,Unknown,,Walkout,Yes
Granite Northland Associates,Doreen Wyman,"$188,000",CL,275 Roberts Road,Canaan,4373344,Single Family,NH,NH-Grafton,7/23/2014,3,1,"1,402",80,,,"$188,000","$189,900",36,"179,900","3,988",12/4/2014,2.01,Attached,1860,1.5,Yes,,No,,,No,6,,1,Yes,No,No,,,,No,,Walk-up,Yes
Granite Northland Associates,Doreen Wyman,"$265,000",CL,80 Canaan Street,Canaan,4374389,Single Family,NH,NH-Grafton,7/29/2014,2,2,"1,424",77,,2013,"$265,000","$273,900",15,"265,000","5,932",12/3/2014,2.88,Detached,2010,1,Yes,,No,,,No,6,,2,Yes,No,No,,,No,No,,Interior,Yes
Century 21 Highview Realty,Steve Floyd,"$143,000",CL,15 White Tail Lane,Canaan,4376693,Single Family,NH,NH-Grafton,8/7/2014,3,2,"1,040",16,"$133,500",2012,"$143,000","$149,900",11,"149,900","3,220",10/8/2014,3.6,,2003,1,Yes,,No,,,No,6,,0,No,Yes,Unknown,,Grist Mill Heights,No,Yes,,Interior,Yes
Century 21 Highview Realty,Susan Latham,"$64,500",CL,1102 US Route 4,Canaan,4378380,Single Family,NH,NH-Grafton,8/14/2014,3,2,"2,708",14,"$170,900",2012,"$64,500","$64,500",22,"64,500","4,122",10/3/2014,0.82,Detached,1925,1.5,Unknown,,No,River,,No,8,,2,Yes,Yes,Unknown,,,,Unknown,,Interior,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$175,000",CL,180 South Road,Canaan,4378775,Single Family,NH,NH-Grafton,8/18/2014,4,2,"1,674",187,"$147,300",,"$175,000","$174,900",19,"179,900","4,114",4/1/2015,5.64,Detached,2003,1,Yes,,No,,,No,8,,2,Yes,No,No,,,No,No,,,No
Vanessa Stone Real Estate,Vanessa Stone,"$270,000",CL,10 Cottage Lane,Canaan,4379704,Single Family,NH,NH-Grafton,8/21/2014,4,3,"2,240",27,"$322,000",,"$270,000","$285,000",18,"285,000","8,105",10/21/2014,2.22,Attached,1973,2,Unknown,,No,Lake,8,No,8,,2,Yes,No,Unknown,,,,No,,Interior,Yes
Four Seasons Sotheby`s Int`l Realty,House,"$320,000",CL,208 Canaan Street,Canaan,4381243,Single Family,NH,NH-Grafton,9/1/2014,4,4,"3,168",52,"$306,300",2014,"$320,000","$349,000",20,"349,000","6,317",12/15/2014,7.3,,1989,2,Yes,,No,,,No,8,,0,No,No,No,,,No,No,,Walk-up,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$125,000",CL,65 Eastman Road,Canaan,4387179,Single Family,NH,NH-Grafton,9/30/2014,2,1,"1,008",22,,,"$125,000","$134,000",19,"134,000","2,407",11/21/2014,12.09,,2007,1,Unknown,,No,,,No,4,,0,No,No,Unknown,,,Yes,No,,,No
Granite Northland Associates,Doreen Wyman,"$73,000",CL,114 Graceville Road,Canaan,4390448,Single Family,NH,NH-Grafton,10/24/2014,3,1,"1,152",120,,,"$73,000","$75,000",10,"75,000","2,592",7/13/2015,3,,1962,1,Yes,,No,,,No,5,,0,No,No,No,,,No,No,,Interior,Yes
Up Front Realty,Peter Gosselin,"$179,353",CL,6 Serendipity Lane,Canaan,4392255,Single Family,NH,NH-Grafton,11/4/2014,4,2,"1,780",84,,,"$179,353","$189,900",30,"193,500","3,100",3/6/2015,1.02,,1971,2,Unknown,,No,,,No,7,,0,No,No,Unknown,,,,Unknown,,Walkout,Yes
Granite Northland Associates,Doreen Wyman,"$144,000",CL,92 Moose Mountain Road,Canaan,4394418,Single Family,NH,NH-Grafton,11/22/2014,3,2,"1,560",140,,,"$144,000","$149,900",30,"159,000","3,486",5/29/2015,2.16,Detached,1997,1,Yes,,No,,,No,7,,2,Yes,No,No,,,,No,,,No
Granite Northland Associates,Doreen Wyman,"$285,000",CL,204 Roberts Road,Canaan,4394651,Single Family,NH,NH-Grafton,11/24/2014,3,3,"2,888",539,"$333,900",,"$285,000","$284,999",30,"324,900","8,814",7/12/2016,5.08,Detached,2006,2,Yes,,No,,,No,8,,2,Yes,No,No,,,,No,,Walkout,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$130,000",CL,39 School Street,Canaan,4398592,Single Family,NH,NH-Grafton,1/8/2015,3,1,"1,260",123,,,"$130,000","$138,000",13,"149,900","3,435",6/26/2015,0.18,Detached,1920,1.75,Unknown,,No,,,No,5,,1,Yes,No,No,,,No,No,,Walk-up,Yes
Granite Northland Associates,Doreen Wyman,"$295,500",CL,839 US ROUTE 4,Canaan,4401767,Single Family,NH,NH-Grafton,2/2/2015,4,4,"2,740",35,,,"$295,500","$299,000",28,"299,000","8,778",6/5/2015,3.46,Attached,2005,1.75,Yes,,No,,,No,8,,3,Yes,No,No,,,No,Yes,,Walkout,Yes
Granite Northland Associates,Doreen Wyman,"$186,000",CL,437 Grafton Turnpike Road,Canaan,4402617,Single Family,NH,NH-Grafton,2/10/2015,2,2,"1,692",144,,,"$186,000","$189,500",29,"189,500","4,505",8/21/2015,1.63,Attached,1988,1.75,Yes,None,No,,,No,7,,2,Yes,No,No,,,,No,,Walk-up,Yes
Four Seasons Sotheby's Int'l Realty,Lori Shipulski,"$237,500",CL,344 Canaan Street,Canaan,4404491,Single Family,NH,NH-Grafton,2/25/2015,3,2,"2,110",188,,,"$237,500","$249,000",15,"272,000","6,505",11/3/2015,2.4,Attached,1957,1,Yes,,No,,,No,8,,1,Yes,No,No,,,No,Unknown,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$159,000",CL,18 High Street,Canaan,4404585,Single Family,NH,NH-Grafton,2/26/2015,3,1,"1,850",48,,2011,"$159,000","$159,000",32,"159,000","4,069",7/28/2015,0.6,Detached,1926,2,Unknown,,No,,,No,8,,3,Yes,No,No,,,,Unknown,,Interior,Yes
Moose Mountain Realty,Kerrie E Roy,"$129,000",CL,180 Stevens,Canaan,4405251,Single Family,NH,NH-Grafton,3/3/2015,3,1,"1,393",13,"$156,900",2014,"$129,000","$129,000",26,"129,000","4,382",5/6/2015,5.01,Under,1960,1,Yes,,No,,,No,6,,1,Yes,No,No,,,No,Yes,,Walk-up,Yes
RE/MAX Upper Valley,Gerry Stark,"$277,000",CL,137 May,Canaan,4408601,Single Family,NH,NH-Grafton,3/23/2015,3,2,"2,503",14,"$215,867",,"$277,000","$299,000",18,"299,000","6,029",5/18/2015,23,Attached,1790,2,Yes,,No,,,No,11,,2,Yes,No,No,,,Yes,No,,Interior,Yes
Granite Northland Associates,Doreen Wyman,"$186,000",CL,22 ENGLEHARDT LANE,Canaan,4411509,Single Family,NH,NH-Grafton,4/6/2015,3,2,"1,344",443,,,"$186,000","$189,000",28,"199,000","4,937",8/8/2016,1.9,Detached,1980,1.75,Yes,,No,,,No,7,,3,Yes,No,No,,,,No,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Annette Hartley,"$330,000",CL,101 Prospect Hill,Canaan,4413204,Single Family,NH,NH-Grafton,4/14/2015,3,3,"2,024",174,,,"$330,000","$344,500",31,"349,500","8,424",1/29/2016,26.2,Attached,2002,2,Yes,,No,,,No,6,,2,Yes,No,Unknown,,,Yes,No,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$322,000",CL,43 Talbert Hill Rd.,Canaan,4415379,Single Family,NH,NH-Grafton,4/22/2015,3,2,"2,430",5,,,"$322,000","$339,000",36,"339,000","7,575",6/26/2015,1.1,,2004,2,Yes,,No,Lake,,No,7,,0,No,No,No,,,,No,,Interior,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$220,000",CL,27 Bear Pond Road,Canaan,4416138,Single Family,NH,NH-Grafton,4/25/2015,3,2,"2,376",195,,,"$220,000","$245,000",34,"264,900","5,359",3/18/2016,16.96,Detached,1815,1.5,Yes,,No,,,No,7,,2,Yes,No,Unknown,,,Yes,Unknown,,Walk-up,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$245,000",CL,43 Pheasant,Canaan,4416785,Single Family,NH,NH-Grafton,4/27/2015,3,3,"3,587",157,,,"$245,000","$255,000",27,"285,000","6,816",11/18/2015,3.84,Attached,2000,1,Yes,,No,,,No,10,,3,Yes,No,No,,Gristmill Heights,,Yes,,Interior,Yes
Granite Northland Associates,Joyce Harvey,"$107,000",CL,921 NH Route 118,Canaan,4418441,Single Family,NH,NH-Grafton,5/4/2015,2,3,"1,732",43,,,"$107,000","$115,000",34,"115,000","2,585",8/7/2015,14.11,,2008,1.5,Yes,,No,,,No,7,,0,No,No,No,,,Yes,Yes,,,No
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$430,000",CL,491 Canaan Street,Canaan,4424314,Single Family,NH,NH-Grafton,5/21/2015,5,3,"4,330",305,,,"$430,000","$449,000",35,"495,000", -   ,5/20/2016,13,Detached,1803,2,Unknown,,No,Lake,,No,13,,3,Yes,No,No,,,,Yes,,Interior,Yes
Vanessa Stone Real Estate,Mary L Chamberlin,"$123,000",CL,427 Choate Road,Canaan,4427175,Single Family,NH,NH-Grafton,6/2/2015,3,2,"1,272",100,"$104,300",,"$123,000","$124,000",22,"145,000","2,625",10/28/2015,1.65,,2006,1,Yes,,No,,,No,2,,0,No,No,No,,,No,No,,,No
Four Seasons Sotheby's Int'l Realty,Lori Shipulski,"$328,000",CL,569 Canaan Street,Canaan,4427690,Single Family,NH,NH-Grafton,6/2/2015,5,4,"3,270",181,"$426,100",2014,"$328,000","$349,000",16,"399,000","12,898",12/18/2015,5.75,Attached,1904,2,Unknown,,No,,,No,12,,2,Yes,No,Unknown,,,,No,,Interior,Yes
Century 21 Highview Realty,Steve Floyd,"$107,500",CL,6 Pine Tree Lane,Canaan,4429047,Single Family,NH,NH-Grafton,6/8/2015,2,1,960,44,,,"$107,500","$115,000",8,"134,900","3,486",9/7/2015,1.3,Detached,1983,1.5,Unknown,,Unknown,,,No,5,,1,Yes,Yes,Unknown,,,,Unknown,,,No
Granite Northland Associates,Doreen Wyman,"$134,500",CL,35 Green Eagle Lane,Canaan,4429716,Single Family,NH,NH-Grafton,6/8/2015,3,0,"1,026",292,"$179,600",,"$134,500","$139,900",28,"139,900","5,443",5/6/2016,0.2,,1890,1.75,Unknown,,Yes,Lake,100,No,7,,0,No,No,No,,,,No,,,No
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$155,000",CL,1141 U.S. Route 4,Canaan,4428929,Single Family,NH,NH-Grafton,6/8/2015,3,2,"1,536",334,"$180,600",,"$155,000","$165,000",28,"176,500","5,988",6/21/2016,0.24,,1915,2,Unknown,,No,,,No,9,,0,No,No,No,,,No,No,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$495,000",CL,91 Corno Road,Canaan,4429406,Single Family,NH,NH-Grafton,6/8/2015,3,3,"2,236",121,,,"$495,000","$549,000",28,"599,000","11,918",10/30/2015,2.4,Attached,1999,2,Yes,,No,Lake,350,No,9,,2,Yes,No,No,,,No,No,,Interior,Yes
Comp Agent,Comp No Agent,"$240,000",CL,685 South Road,Canaan,4604000,Single Family,NH,NH-Grafton,6/23/2015,2,3,"2,160",0,,,"$240,000","$259,900",1,"259,900","5,516",6/23/2015,6.3,Detached,1991,2.5,Yes,,No,,,,6,,2,Yes,,No,,,,,,,
Vanessa Stone Real Estate,Leafie Casey Cantlin,"$225,000",CL,722 Goose Pond Road,Canaan,4433970,Single Family,NH,NH-Grafton,6/26/2015,2,2,768,13,"$178,650",2014,"$225,000","$229,900",10,"229,900","4,990",7/31/2015,1.96,,1971,1.5,No,,Yes,Pond,100,No,6,,0,No,No,Unknown,,,No,No,,,No
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$195,000",CL,1282 US Route 4,Canaan,4437760,Single Family,NH,NH-Grafton,7/13/2015,3,2,"1,576",291,,,"$195,000","$195,000",26,"210,000","4,608",6/10/2016,0.55,,2005,1,Unknown,,No,,,No,5,,0,No,No,No,,,,No,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Charlene Ashey,"$215,000",CL,28 Crate Lane,Canaan,4440191,Single Family,NH,NH-Grafton,7/23/2015,3,3,"3,060",11,"$216,500",,"$215,000","$224,000",14,"224,000","3,025",9/25/2015,2.1,,2000,1.5,Yes,,No,,,No,8,,0,No,No,Unknown,,,,Unknown,,Walkout,Yes
BHG Masiello Group/Quechee,Kasia Butterfield,"$194,000",CL,368 Jones Hill,Canaan,4602135,Single Family,NH,NH-Grafton,7/29/2015,3,2,"1,700",0,,,"$194,000","$194,250",1,"194,250","4,700",7/29/2015,1.1,,2010,1,Unknown,,No,,,,5,,0,No,,No,,,,Unknown,,,No
Granite Northland Associates,Joyce Harvey,"$250,000",CL,541 West Farms Road,Canaan,4442728,Single Family,NH,NH-Grafton,8/4/2015,3,2,"2,176",46,,,"$250,000","$299,000",36,"299,000","5,420",10/30/2015,7.3,Detached,1999,2.5,Yes,,No,Pond,,No,6,,2,Yes,No,No,,,,Yes,,Walk-up,Yes
Coldwell Banker Redpath and Company,House Agent,"$610,000",CL,303 West Farms Road,Canaan,4442717,Single Family,NH,NH-Grafton,8/5/2015,4,3,"4,146",139,,,"$610,000","$559,900",36,"569,000","9,433",2/19/2016,146.9,Attached,2004,2.5,Yes,,No,,,No,11,,2,Yes,No,No,,,Unknown,Yes,,Walkout,Yes
RE/MAX Upper Valley,Gerry Stark,"$228,500",CL,404 Jones Hill Road,Canaan,4444776,Single Family,NH,NH-Grafton,8/13/2015,3,3,"2,438",25,,,"$228,500","$239,000",18,"239,000","5,751",10/29/2015,1.5,Detached,1991,1.75,Yes,,No,,,No,10,,2,Yes,No,No,,,No,No,,Walkout,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$206,875",CL,266 Back Bay Road,Canaan,4445500,Single Family,NH,NH-Grafton,8/17/2015,2,1,920,7,,2014,"$206,875","$199,900",19,"199,900","4,081",9/11/2015,2.5,Detached,1940,1,Yes,,No,,,No,2,,2,Yes,No,No,,,,Unknown,,Walkout,Yes
Granite Northland Associates,Doreen Wyman,"$129,000",CL,380 Ibey Road,Canaan,4451196,Single Family,NH,NH-Grafton,9/14/2015,3,1,"1,008",16,,,"$129,000","$129,900",28,"129,900","2,462",11/2/2015,2.06,Detached,1987,1,Yes,,No,,,No,6,,2,Yes,No,Unknown,,,,Unknown,,,No
Coldwell Banker Redpath and Company,House Agent,"$355,000",CL,113 Sawyer Hill Road,Canaan,4452388,Single Family,NH,NH-Grafton,9/22/2015,4,3,"2,791",159,"$338,806",2015,"$355,000","$369,900",34,"369,900","9,466",6/13/2016,23.4,Attached,1773,1.5,Unknown,,No,,,No,10,,2,Yes,No,No,,,No,Unknown,,Interior,Yes
Vanessa Stone Real Estate,Leafie Casey Cantlin,"$217,000",CL,50 Gristmill Hill Road,Canaan,4453080,Single Family,NH,NH-Grafton,9/26/2015,2,2,"2,220",117,"$167,200",,"$217,000","$222,900",36,"235,000","5,061",3/18/2016,1.76,Detached,1993,1.75,Yes,,No,,,No,7,,2,Yes,No,No,,,No,No,,Walkout,Yes
Vanessa Stone Real Estate,Mary L Chamberlin,"$200,000",CL,56 Strawbrook Lane,Canaan,4455870,Single Family,NH,NH-Grafton,10/12/2015,4,2,"1,094",331,,,"$200,000","$207,500",17,"225,000","5,150",10/11/2016,1.11,Attached,2005,1.5,Yes,,No,,,No,6,,2,Yes,No,No,,Goose Pond Acres,,Yes,,Interior,Yes
Granite Northland Associates,Joyce Harvey,"$67,900",CL,112 Graceville Road,Canaan,4457872,Single Family,NH,NH-Grafton,10/24/2015,2,1,984,116,,,"$67,900","$67,900",35,"69,900","1,626",3/31/2016,3.2,,1970,1,Unknown,,No,,,No,6,,0,No,No,Unknown,,,,Yes,,,No
Granite Northland Associates,Doreen Wyman,"$201,500",CL,647 Fernwood Farms Road,Canaan,4460676,Single Family,NH,NH-Grafton,11/16/2015,3,3,"2,034",115,"$216,900",,"$201,500","$205,000",33,"225,500","6,124",5/3/2016,19.93,,1995,1.75,Yes,,No,,,No,8,,0,No,No,No,,,Unknown,No,,Walk-up,Yes
Four Seasons Sotheby's Int'l Realty,Joanne Kent,"$209,000",CL,29 West Shore Rd,Canaan,4460620,Single Family,NH,NH-Grafton,11/16/2015,2,1,908,271,"$121,800",,"$209,000","$215,000",32,"209,900", -   ,2/24/2017,2.47,,1960,1,Unknown,,No,Pond,,No,6,,0,No,No,Unknown,,,No,Unknown,,,No
Granite Northland Associates,Doreen Wyman,"$115,000",CL,674 NH Route 118,Canaan,4462220,Single Family,NH,NH-Grafton,11/30/2015,2,1,924,147,,,"$115,000","$115,000",28,"115,000","3,100",6/17/2016,1,,1860,1.5,Unknown,,No,,,No,5,,0,No,No,No,,,,No,,Walk-up,Yes
Granite Northland Associates,Doreen Wyman,"$133,500",CL,109 West Farms Road,Canaan,4462541,Single Family,NH,NH-Grafton,12/2/2015,2,1,"1,248",125,,,"$133,500","$140,000",36,"140,000","3,330",6/1/2016,5.41,Detached,1985,1,Yes,,No,,,No,5,,2,Yes,No,No,,,,No,,,No
Century 21 Highview Realty,Richard Stickney,"$57,315",CL,395 Fernwood Farms Rd,Canaan,4464240,Single Family,NH,NH-Grafton,12/18/2015,4,2,"2,483",94,"$174,254",2015,"$57,315","$59,900",15,"94,900","5,274",5/12/2016,15,Detached,1830,1.75,Unknown,,No,,,No,10,,0,No,Yes,Unknown,,,Unknown,Unknown,,Walkout,Yes
Granite Northland Associates,Doreen Wyman,"$250,000",CL,17 Mountain View Drive,Canaan,4468505,Single Family,NH,NH-Grafton,1/26/2016,3,2,"2,659",187,,,"$250,000","$269,900",36,"269,900","7,519",9/15/2016,3,Attached,1992,1.5,Yes,,No,,,No,7,,2,Yes,No,No,,,,Yes,,Walkout,Yes
