address,area,city,country,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,property_id,property_name,property_type,province,room_area,room_count,room_facilities,room_type,state,uniq_id
"Bendemeer Group of House boat, Ghat No 7, Boulevard Road, Srinagar, Jammu and Kashmir",Dal Lake Area,Srinagar,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 11:00 PM.  Confirmation is subject to 50 % advance payment at the time of booking. Full payment 16 days prior to Check In if not received. House,Currency Exchange|Doctor on Call|Laundry Service Available|Front Desk|Local Tour / Travel Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Dance Performances (on demand)|Suitable For Children|Separate Sitting Area|Smoking Area |Extra Person / Child - Share the same room|Internet Access Free|Family Room|Air / Rail Booking|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Room Service|Paid Transfers|Security at All Hotel Entrances|Suites,0,15,34.0988217,Dal Lake Area,74.84297829,HTLGBO1000067822,Bendmeer Group of House Boat and Resorts,Houseboat,Srinagar,15 X 18 Sq.ft.,4,"Basic Bathroom Amenities|Ceiling Fan|Hairdryer (on request)|Refrigerator|Mineral Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Slippers|Premium Amenities / Toiletries|Handheld Showers|Coffee Table|Wardrobe|International Switch Plugs (on request)|TV|Room Heater|Mirror|Luggage Rack|Bathtub|Closet|Bedside Table|Clothes Hook in Bathroom|Daily Room Cleaning|Room with Window/Ventilation|Sanitary Bin|Sufficient Lighting|Western Toilet Seat",Super Deluxe,Jammu and Kashmir,9f75ad408665c44f1846e138da771bdd
"Gat no 1000, At post Dapode Khariv Bandhara, Taluka Velhe",Others,Pune,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk,0,7,18.2962689,Others,73.637432,HTLGBO1000067716,Balaji Resorts,Resort,Pune,,6,"Room Service |Basic Bathroom Amenities|Ceiling Fan|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)|Makeup / Shaving Mirror|TV|Mirror|Luggage Rack|Attached Bathroom|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Daily Room Cleaning|Dustbins|Rooms with Attached Bathrooms|Sufficient Lighting",delux room,Maharashtra,f0ecaca226218e94b5f0802d7b2af32b
Near Central St Stand,Parshuram,Chiplun,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Room Service|Fire Safety,0,6,17.5323106,Parshuram,73.5177928,HTLGBO1000069246,Asha Sukha Nivas Laudge,Lodge,Chiplun,,9,Room Service |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Radio|Telephone|Toiletries,Aircooled,Maharashtra,cc3c623536dcb613550637462b2b1d55
"Road No. 2, Central Avenue,Kalyani Nagar",Kalyani Nagar,Pune,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly -,Airport Transfer Available / Surcharge|Business Center |Concierge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup|Gardens|Smoking Area |Shopping Drop Facility (on fixed timings)|Internet Access Free|Newspapers In Lobby|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility,4,34,18.5479334,Kalyani Nagar,73.90096309,HTLGBO1000006366,AR Suites Fontana Bay,Service Apartment,Pune,,19,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Kitchenette|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Shower Facility Available|Newspapers|Reading Lamps| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Window Opens|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Coffee Table|TV|Mirror|Attached Bathroom,1 Bedroom,Maharashtra,5cb5586a975916d63eb933fd5539580b
"Village Simsa, Kanyal Road",Village Simsa,Manali,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Ridge View Cottage  spells true Himachal Hospitality and traditional architecture. Offering a total of 14 lavish rooms for a peaceful holidays in Manali. Peaceful location far from the hustles of main city and outstanding customer service is our USP.,Banquet Facilities|Business Center |Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Catering|Suitable For Children|Grocery|Conference Facility |Kitchen available (home cook food on request)|Massage Services |Discotheque | Bike on Rent|Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|City Shuttle Service|Campfire / Bon Fire|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Spa Services Nearby| Cook Services|Air / Rail Booking|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility,3,30,32.226787,Village Simsa,77.1854487,HTLGBO1000017212,Atithi Cottages,Hotel,Manali,,10,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom|Heating Facility (on request) |Iron / Ironing board available|Kitchenette|Mini bar - On Charge |Shower Facility Available|Breakfast Available (surcharge)|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|Sofa Cum Bed Available|Primium Bathrooms|Hill View from all Rooms|Coffee Table|Wardrobe|Private Garden|TV|Room Heater|Mirror|Luxurious Feather Mattresses|Gas Cylinder - Chargeable|Dressing Area|Attached Bathroom",Luxury Room,Himachal Pradesh,c5cfd0295572c7f718bf405fff4b3cd4
"# 598, 15th Cross, 35th Main,6th Phase, JP Nagar",Jp Nagar,Bangalore,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Airport Transfer Available / Surcharge|Bar / Lounge |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,4,74,12.9058293,Jp Nagar,77.5783209,HTLGBO1000003192,Aurick Hotel,Hotel,Bangalore,,47,"Room Service |Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Remote Controlled Lights and Fan|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Handheld Showers|Safe - In - Room |Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Snacks / Beverage|International Switch Plugs (on request)|Soundproof Windows|TV|Mirror|Mini Refrigerator|Utensils (on request)|Luggage Rack|Attached Bathroom",Premium Room,Karnataka,6b11ae7b16c0ef9b94082304e1a329c1
"Near Bus Stand, Station Road, Bagalkot, Karnataka PIN 587101",Near Bus Stand,Bagalkot,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Lobby|Non Smoking Rooms|Front Desk|24 Hour Front Desk|Power Backup,1,11,16.1846503,Near Bus Stand,75.7009452,HTLGBO1000068416,Anugraha Deluxe Hotel,Hotel,Bagalkot,,20,Room Service |Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Ensuite / Private Bathroom|Heating Facility (on request) |Tea Coffee Kettle / Maker|Full Kitchen|Kitchenette| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries,Non AC Room,Karnataka,bdd13bb3dc9fb2166725646314435ce2
"Near New Bus Terminal, Main Road,Kalpetta, Wayanad",Kalpetta,Wayanad,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly For any queries at the unit, the single point contact from Best Western Plus Ekobarn will be the General Manager of the Hotel.  All guests will show the Government issued ID card and submit visiting card at the time of checking in. Mandatory Christmas evening supplement cost - 25.12.2015- Rs.1800/- Per room to be paid directly at the time of Check in. Mandatory New Year evening supplement cost - 31.12.2015-Rs.1800/- Per room to be paid directly at the time of Check in.","Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Electronic / Magnetic Keys|Fire Place Available |Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Party hall|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility",4,28,11.6045217,Kalpetta,76.0834992,HTLGBO1000022196,Best Western Plus Ekobarn,Hotel,Wayanad,25 X 11 Sq.ft.,5,"Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Shower Facility Available|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Separate Bathtubs And Shower|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Split A.C's|International Switch Plugs (on request)|Soft Bar|TV|Mirror|Mini Refrigerator|Luggage Rack|Attached Bathroom",Premium Double Room with Breakfast,Kerala,49f7eb436677a526d8f7bb06a7cd078b
"Village Nadiali, P.O. Dharamgarh, Near Nabha Sabhib Gurudwara, Ajitgarh, Chandigarh",Others,Chandigarh,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The primary guest must be at least 18 years of age to check into this hotel As per Government regulation, it is mandatory for all guests adove 18 years of age carry a valid photo identity card and address proof at the time of check-in.",Swimming Pool|Bar / Lounge |Doctor on Call|Dry Cleaning|Laundry Service Available|Multi Cuisine Restaurant |Sauna|Conference Facility,0,5,30.7046486,Others,76.7178726,HTLGBO1000049560,Aura Vaseela,Resort,Chandigarh,,9,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Mineral Water| Hot / Cold Running Water,Cottage Rooms,Punjab,f646e70f34462405acc8a5a6c760226b
"Naddi, Dal Lake, Mcleod Ganj",Village Naddi,Mcleodganj,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Coffee Shop / Cafe|Children's Park|Room Service (24 Hours),2,14,32.2418621,Village Naddi,76.32083465,HTLGBO1000001808,Anupam Resorts,Resort,Mcleodganj,12 X 12 Sq.ft.,29,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone| Hot / Cold Running Water,Deluxe Room,Himachal Pradesh,5164c283c495b679048fc1eea6b59359
"Near La calypso casino, Saunta Waddo, Baga Beach",Baga Area,Goa,India,regular,The standard check-in time is 10:00 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly No pets allowed No check in and check out on 31st December 2015 Compulsory ID government prof required before check in for all guests,Airport Transfer Available / Surcharge|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Luggage Storage|Power Backup|Smoking Rooms|Kitchen available (home cook food on request)| Bike on Rent|Car Rental|Taxi Services|Food Facility|Spa Services Nearby| Cook Services|Baggage Room|Outdoor Parking - Non Secured|Parking Facility|Room Service|CCTV,0,2,15.56068833,Baga Area,73.75276548,HTLGBO1000029574,Atharv Coastal End Guest House,Guest House,Goa,10 X 8 Sq.ft.,6,Split A.C's,Standard A/C Room,Goa,391757427f635f24e0b1b373f088a3d3
